Date,Month,Year,Neighborhood,Street,NumberOfRooms,Floor,Size,Apartment_Price
15/09/2016,9,2016,Rambam,Rashi,3.5,1,74,1385000
15/09/2016,9,2016,Rambam,HazonIsh,2,4,54,1126000
16/09/2016,9,2016,Rambam,HaGdudHaivri,4,4,69,950000
16/09/2016,9,2016,Rambam,YehudaLeib,3,3,66,1120000
18/09/2016,9,2016,NeotShikma,HaRabimiLiubavich,4,2,85,1650000
18/09/2016,9,2016,NeotShikma,Kalischer,3,1,66,1600000
19/09/2016,9,2016,Rambam,Dror,4,7,86,1408000
19/09/2016,9,2016,Rambam,Habad,5,1,98,1425000
19/09/2016,9,2016,Rambam,YehudaHalevi,3,2,48,990000
19/09/2016,9,2016,Rambam,Dror,3,3,63,1230000
19/09/2016,9,2016,Rambam,BeitYosef,4,2,80,1400000
20/09/2016,9,2016,Rambam,Dror,3,1,64,1125000
20/09/2016,9,2016,NeotShikma,Rival,5,11,155,2860000
20/09/2016,9,2016,NeotShikma,Rival,5,9,105,2290000
20/09/2016,9,2016,Rambam,Dror,4,3,88,1700000
21/09/2016,9,2016,Rambam,YehudaLeib,3,3,68,1305000
23/09/2016,9,2016,Rambam,MosheMizrahi,4,1,84,1330000
25/09/2016,9,2016,Rambam,HaGaonMiVilna,2,1,53,1014000
25/09/2016,9,2016,Rambam,Herzl,3,4,67,1350000
26/09/2016,9,2016,NeotAshalim,HaPsanter,3,3,64,1500000
27/09/2016,9,2016,Rambam,BenZeev,3,4,73,1465000
28/09/2016,9,2016,Rambam,HaRavKuk,6,2,152,2062000
28/09/2016,9,2016,PrasNovel,MaagalAshalom,4,10,95,2200000
28/09/2016,9,2016,NeotShikma,IbnGabirol,3,1,66,1590000
28/09/2016,9,2016,Rambam,YehudaHalevi,3,1,65,1240000
29/09/2016,9,2016,Rambam,HaGaonMiVilna,3,3,79,1275000
29/09/2016,9,2016,NeotShikma,HaRavGoren,3,4,67,1650000
29/09/2016,9,2016,Rambam,ShlomoEliraz,4,21,110,1974057
29/09/2016,9,2016,Rambam,Abarbanel,4,4,90,1485000
29/09/2016,9,2016,NeotAshalim,HaTizmoret,6,6,134,2675000
30/09/2016,9,2016,Rambam,Abarbanel,4,7,105,1400000
05/10/2016,10,2016,Rambam,HaKovesh,5,5,97,1750000
09/10/2016,10,2016,Rambam,YehudaLeib,3,2,64,1200000
09/10/2016,10,2016,Rambam,MosheMizrahi,4,1,78,1393000
10/10/2016,10,2016,NeotAshalim,HaKlarnit,4,3,80,1760000
10/10/2016,10,2016,NeotAshalim,HaTizmoret,6,6,146,2700000
10/10/2016,10,2016,NeotAshalim,HaKinor,4,1,91,1950000
10/10/2016,10,2016,Rambam,DavidHaReuveni,4,3,83,1470000
10/10/2016,10,2016,Rambam,Margolin,3,1,63,1240000
13/10/2016,10,2016,Rambam,Rashi,3,2,61,1215000
14/10/2016,10,2016,PrasNovel,MaagalAshalom,5,6,111,2590000
18/10/2016,10,2016,Rambam,Jerusalem,3,7,64,1250000
19/10/2016,10,2016,NeotAshalim,HaTizmoret,4,2,94,1935000
19/10/2016,10,2016,Rambam,Deganya,3,1,41,1000000
25/10/2016,10,2016,Rambam,Dror,4,7,104,1500000
25/10/2016,10,2016,NeotAshalim,HaMapuhit,3,4,69,1670000
26/10/2016,10,2016,Rambam,Margolin,3.5,1,88,1400000
26/10/2016,10,2016,Rambam,YehudaLeib,5,3,103,1690000
28/10/2016,10,2016,NeotAshalim,HaOrgan,4,5,94,1760000
28/10/2016,10,2016,NeotAshalim,HaTizmoret,3,1,65,1620000
28/10/2016,10,2016,Rambam,RabbiYosefKaro,3,4,65,1450000
30/10/2016,10,2016,Rambam,DavidHaReuveni,5,2,108,1578000
31/10/2016,10,2016,Rambam,BenZeev,3,3,61,909000
31/10/2016,10,2016,Rambam,Dror,3,5,69,1355000
31/10/2016,10,2016,Rambam,ShlomoEliraz,4,10,110,1854057
31/10/2016,10,2016,NeotAshalim,HaOrgan,4,1,98,2050000
01/11/2016,11,2016,PrasNovel,MaagalAshalom,4,12,97,2200000
01/11/2016,11,2016,Rambam,YehudaHalevi,4,1,99,1540000
02/11/2016,11,2016,NeotAshalim,HaTizmoret,5,4,121,2060000
02/11/2016,11,2016,NeotAshalim,HaKinor,4,2,102,1900000
02/11/2016,11,2016,NeotAshalim,HaGitit,3,2,67,1690000
02/11/2016,11,2016,Rambam,YehudaLeib,3,3,59,1340000
04/11/2016,11,2016,NeotShikma,Kapah,3,1,65,1550000
06/11/2016,11,2016,Rambam,HaKovesh,3.5,4,69,1199000
06/11/2016,11,2016,Rambam,AhadHaAm,3,2,52,1200000
07/11/2016,11,2016,Rambam,HaAhimSuleiman,4,16,89,1850000
07/11/2016,11,2016,Rambam,ShlomoEliraz,4,19,109,1928057
07/11/2016,11,2016,NeotShikma,HaRashba,5,6,108,2220000
07/11/2016,11,2016,Rambam,HaKovesh,4,4,84,1480000
07/11/2016,11,2016,Rambam,Habad,3.5,1,67,1345000
09/11/2016,11,2016,NeotAshalim,HaPsanter,4,6,119,1740000
09/11/2016,11,2016,Rambam,KidushHaShem,4,7,97,1600000
09/11/2016,11,2016,NeotShikma,BenSaruq,3,11,62,1600000
12/11/2016,11,2016,Rambam,Jerusalem,4,6,71,1256000
13/11/2016,11,2016,Rambam,Givati,4,1,106,1380000
13/11/2016,11,2016,Rambam,TsadiGimelBanot,4,3,88,1430000
13/11/2016,11,2016,Rambam,StephenWise,3,1,67,1310000
14/11/2016,11,2016,Rambam,HazonIsh,3,4,73,1150000
14/11/2016,11,2016,NeotAshalim,HaTizmoret,4,4,92,1810000
14/11/2016,11,2016,Rambam,Nehama,3,3,74,1650000
15/11/2016,11,2016,Rambam,DavidAlroi,3,2,51,1050000
15/11/2016,11,2016,Rambam,TsadiGimelBanot,4,1,89,1495000
16/11/2016,11,2016,Rambam,Rambam,5,1,118,2000000
16/11/2016,11,2016,NeotShikma,HaNagid,3,2,63,1650000
16/11/2016,11,2016,Rambam,HaAhimSuleiman,3.5,3,81,1750000
16/11/2016,11,2016,NeotAshalim,HaTizmoret,4,7,118,2600000
17/11/2016,11,2016,Rambam,KidushHaShem,4,1,99,1600000
20/11/2016,11,2016,Rambam,YohananHaSandlar,3.5,4,72,1220000
21/11/2016,11,2016,Rambam,Nordau,5,1,89,1510000
21/11/2016,11,2016,Rambam,KidushHaShem,4,6,97,1500000
21/11/2016,11,2016,Rambam,Jerusalem,4,5,74,1450000
21/11/2016,11,2016,Rambam,YehudaLeib,3,1,69,1307000
21/11/2016,11,2016,Rambam,HaCarmel,2,1,52,1250000
22/11/2016,11,2016,Rambam,KidushHaShem,5,4,126,2120000
22/11/2016,11,2016,Rambam,Nehama,3,2,74,1630000
24/11/2016,11,2016,NeotAshalim,HaTizmoret,4,5,89,2050000
27/11/2016,11,2016,Rambam,TsadiGimelBanot,3.5,2,75,1370000
29/11/2016,11,2016,Rambam,HaAhimSuleiman,2,2,46,945000
29/11/2016,11,2016,Rambam,Abarbanel,4,5,103,1435000
29/11/2016,11,2016,NeotShikma,HaRavNeriya,4,9,101,2190000
29/11/2016,11,2016,Rambam,Dror,3,5,67,1355000
30/11/2016,11,2016,Rambam,ShlomoEliraz,4,17,110,1924047
01/12/2016,12,2016,NeotAshalim,HaPsanter,5,6,108,2250000
01/12/2016,12,2016,Rambam,DavidHaReuveni,3,1,63,1330000
02/12/2016,12,2016,NeotAshalim,HaTizmoret,4,5,92,1960000
04/12/2016,12,2016,Rambam,Nehama,3,4,55,1165000
04/12/2016,12,2016,NeotShikma,Alkabets,3,4,65,1600000
04/12/2016,12,2016,Rambam,Dror,4.5,2,78,1490000
04/12/2016,12,2016,Rambam,HaKovesh,3,2,74,1338000
06/12/2016,12,2016,Rambam,Abarbanel,6,3,123,1830000
06/12/2016,12,2016,Rambam,TsadiGimelBanot,3,3,81,1365000
07/12/2016,12,2016,NeotAshalim,HaOrgan,4,5,93,2030000
08/12/2016,12,2016,Rambam,Dror,3.5,3,88,1620000
11/12/2016,12,2016,Rambam,Rambam,3,7,88,1726000
12/12/2016,12,2016,Rambam,ShlomoEliraz,4,22,109,1989047
13/12/2016,12,2016,NeotAshalim,HaOrgan,4,3,93,1890000
14/12/2016,12,2016,Rambam,DavidHaReuveni,4,5,93,1450000
14/12/2016,12,2016,Rambam,Vitkin,2.5,2,53,1150000
15/12/2016,12,2016,NeotShikma,HaRavGoren,4,1,98,1900000
16/12/2016,12,2016,NeotShikma,Alkabets,3,3,65,1480000
18/12/2016,12,2016,NeotAshalim,HaUgav,4,1,100,1905000
19/12/2016,12,2016,Rambam,Jerusalem,4,6,83,1450000
21/12/2016,12,2016,Rambam,Yehuda,6,3,158,2000000
21/12/2016,12,2016,Rambam,Vitkin,3.5,4,78,1440000
21/12/2016,12,2016,Rambam,BeitYosef,4,4,93,1790000
22/12/2016,12,2016,Rambam,ShlomoEliraz,4,23,110,1909057
22/12/2016,12,2016,NeotAshalim,HaKinor,3,4,71,1660000
23/12/2016,12,2016,NeotAshalim,HeHalil,4,1,84,1300000
25/12/2016,12,2016,Rambam,ShlomoEliraz,5,6,196,2164047
25/12/2016,12,2016,Rambam,Rambam,4,4,90,1700000
26/12/2016,12,2016,Rambam,TsadiGimelBanot,4,5,90,1460000
26/12/2016,12,2016,NeotAshalim,HaKlarnit,3,4,64,1525000
26/12/2016,12,2016,NeotShikma,Kapah,4,3,90,1870000
26/12/2016,12,2016,Rambam,ShlomoEliraz,4,21,110,1960057
26/12/2016,12,2016,Rambam,YehudaHalevi,3,1,48,1160000
26/12/2016,12,2016,Rambam,Herzl,3,1,79,1500000
27/12/2016,12,2016,Rambam,ShlomoEliraz,4,21,109,2011057
28/12/2016,12,2016,Rambam,Margolin,4,4,87,1400000
28/12/2016,12,2016,NeotShikma,HaRashba,3,8,65,1625000
29/12/2016,12,2016,NeotShikma,BenSaruq,4,12,119,3125000
02/01/2017,1,2017,Rambam,Yehuda,3,1,73,1150000
02/01/2017,1,2017,NeotShikma,Shlonsky,3,2,76,1925000
02/01/2017,1,2017,Rambam,KidushHaShem,4,1,84,1425000
03/01/2017,1,2017,PrasNovel,MaagalAshalom,4,7,97,2275000
04/01/2017,1,2017,Rambam,ShlomoEliraz,4,21,109,1990047
05/01/2017,1,2017,NeotAshalim,HaGitit,4,4,92,1835000
05/01/2017,1,2017,Rambam,MosheMizrahi,5,4,116,1770000
06/01/2017,1,2017,Rambam,DavidHaReuveni,3,5,85,1487000
08/01/2017,1,2017,Rambam,TsviFrank,3,3,88,1370000
09/01/2017,1,2017,NeotShikma,Alkabets,3,4,65,1550000
10/01/2017,1,2017,Rambam,Jerusalem,4,2,98,1540000
11/01/2017,1,2017,Rambam,MosheMizrahi,4,2,90,1400000
11/01/2017,1,2017,Rambam,Weizbard,4,4,79,1385000
12/01/2017,1,2017,Rambam,YehudaLeib,3.5,5,101,1410000
12/01/2017,1,2017,Rambam,Yehuda,4,3,83,1370000
12/01/2017,1,2017,Rambam,Dror,4,7,82,1700000
12/01/2017,1,2017,Rambam,Vitkin,2,3,53,1250000
13/01/2017,1,2017,Rambam,TsadiGimelBanot,3,4,68,1350000
15/01/2017,1,2017,Rambam,Nehama,2.5,2,70,1240000
15/01/2017,1,2017,Rambam,HaKovesh,4,2,76,1440000
16/01/2017,1,2017,NeotShikma,Alkabets,4,6,109,2250000
17/01/2017,1,2017,NeotShikma,Kapah,5,11,139,2525000
19/01/2017,1,2017,Rambam,BenZeev,5,5,125,1680000
19/01/2017,1,2017,Rambam,YehudaHalevi,5,2,110,1825000
19/01/2017,1,2017,Rambam,Abarbanel,4,5,87,1575000
20/01/2017,1,2017,Rambam,TsadiGimelBanot,3,1,65,1170000
22/01/2017,1,2017,Rambam,HaRavSibahi,3,3,60,1285000
23/01/2017,1,2017,PrasNovel,MaagalAshalom,4,12,95,2150000
23/01/2017,1,2017,Rambam,Dror,3,4,63,1150000
23/01/2017,1,2017,NeotShikma,Kapah,4,2,98,1950000
23/01/2017,1,2017,NeotAshalim,HaKinor,3,3,73,1745000
24/01/2017,1,2017,Rambam,Rashi,4,2,92,1550000
24/01/2017,1,2017,Rambam,ShlomoEliraz,5,10,139,2268047
24/01/2017,1,2017,Rambam,Vitkin,3,3,69,1390000
24/01/2017,1,2017,Rambam,MordekhaiMotelehRosenstein,3,1,79,1715000
26/01/2017,1,2017,Rambam,Nehama,3,1,74,1612000
27/01/2017,1,2017,Rambam,HaRavBruk,4,3,83,1750000
29/01/2017,1,2017,Rambam,Nehama,5,2,123,2119000
30/01/2017,1,2017,Rambam,HazonIsh,4,4,67,1195000
30/01/2017,1,2017,Rambam,Nordau,4,2,81,1450000
30/01/2017,1,2017,Rambam,ShlomoEliraz,4,20,109,1998047
01/02/2017,2,2017,Rambam,AhadHaAm,3,1,61,970000
01/02/2017,2,2017,Rambam,Abarbanel,3.5,7,86,1480000
01/02/2017,2,2017,Rambam,ShlomoEliraz,4,17,107,2025000
01/02/2017,2,2017,Rambam,Balfour,3.5,5,90,1650000
02/02/2017,2,2017,Rambam,Dror,3,6,53,1410000
05/02/2017,2,2017,Rambam,KidushHaShem,4,6,97,1600000
05/02/2017,2,2017,NeotShikma,HaRavGoren,3,2,75,1770000
05/02/2017,2,2017,Rambam,MosheMizrahi,4,3,95,1600000
06/02/2017,2,2017,Rambam,TsadiGimelBanot,3,4,67,1350000
07/02/2017,2,2017,Rambam,HaAhimSuleiman,4,1,82,1420000
08/02/2017,2,2017,Rambam,Dror,3,4,64,1165000
08/02/2017,2,2017,Rambam,TsadiGimelBanot,4,5,89,1480000
09/02/2017,2,2017,PrasNovel,MaagalAshalom,3,5,76,1820000
09/02/2017,2,2017,NeotShikma,Alterman,5,2,110,2200000
09/02/2017,2,2017,NeotAshalim,HaKlarnit,3,3,64,1720000
09/02/2017,2,2017,Rambam,YohananHaSandlar,3,1,66,1600000
10/02/2017,2,2017,NeotAshalim,HaGitit,4,2,92,1950000
12/02/2017,2,2017,PrasNovel,MaagalAshalom,4,8,94,2000000
12/02/2017,2,2017,Rambam,Dror,3,2,64,1390000
13/02/2017,2,2017,NeotShikma,IbnGabirol,4,2,89,1890000
15/02/2017,2,2017,NeotAshalim,HaPsanter,4,8,119,2800000
16/02/2017,2,2017,Rambam,Mohilever,4,1,100,1630000
16/02/2017,2,2017,Rambam,Abarbanel,4,1,87,1550000
17/02/2017,2,2017,Rambam,GushEtsyon,2,1,42,1190000
19/02/2017,2,2017,Rambam,YohananHaSandlar,4,3,82,1430000
20/02/2017,2,2017,Rambam,Nehama,5,2,123,2173000
22/02/2017,2,2017,Rambam,BenZeev,5,6,106,1685000
23/02/2017,2,2017,NeotShikma,HaRashba,4,1,70,1740000
23/02/2017,2,2017,NeotShikma,IbnGabirol,4,1,98,2150000
26/02/2017,2,2017,Rambam,Rambam,3.5,2,73,1340000
27/02/2017,2,2017,Rambam,TsadiGimelBanot,3.5,3,75,1380000
27/02/2017,2,2017,Rambam,Vitkin,3,4,59,1372000
28/02/2017,2,2017,NeotAshalim,HaTizmoret,3,1,73,1700000
28/02/2017,2,2017,NeotAshalim,HaTizmoret,6,6,145,2900000
01/03/2017,3,2017,Rambam,EinHaKore,3,5,89,1520000
02/03/2017,3,2017,Rambam,Dror,5,4,117,1980000
02/03/2017,3,2017,Rambam,BenZeev,5,7,125,2255000
06/03/2017,3,2017,Rambam,YehudaHalevi,4,1,119,1630000
06/03/2017,3,2017,Rambam,Mohilever,3,1,62,1215000
06/03/2017,3,2017,Rambam,MosheMizrahi,4,1,90,1580000
08/03/2017,3,2017,Rambam,KidushHaShem,4,5,97,1575000
08/03/2017,3,2017,Rambam,Nehama,5,5,108,2355000
09/03/2017,3,2017,PrasNovel,MaagalAshalom,3,3,76,1820000
09/03/2017,3,2017,Rambam,HaHafetsHaim,3,3,66,1200000
12/03/2017,3,2017,Rambam,HaKovesh,4,1,85,1620000
12/03/2017,3,2017,Rambam,Alkalai,3,1,65,1630000
14/03/2017,3,2017,Rambam,ShlomoEliraz,4,18,109,2090000
15/03/2017,3,2017,Rambam,HaRavBruk,4,1,87,1150000
16/03/2017,3,2017,Rambam,HaKovesh,5,3,114,1495000
16/03/2017,3,2017,Rambam,HazonIsh,3.5,2,89,1347000
16/03/2017,3,2017,NeotAshalim,HaPsanter,3,1,64,1620000
16/03/2017,3,2017,Rambam,StephenWise,4,3,90,1580000
16/03/2017,3,2017,NeotShikma,Kapah,5,3,111,2450000
20/03/2017,3,2017,Rambam,Habad,4,7,88,1815000
21/03/2017,3,2017,Rambam,YehudaLeib,4,4,82,1220000
22/03/2017,3,2017,NeotAshalim,HaGitit,4,4,92,1900000
22/03/2017,3,2017,Rambam,HaKovesh,4,3,79,1400000
23/03/2017,3,2017,Rambam,Rashi,5,3,128,1720000
23/03/2017,3,2017,NeotShikma,Alterman,3,1,65,1470000
26/03/2017,3,2017,Rambam,Mohilever,3.5,6,86,1540000
27/03/2017,3,2017,PrasNovel,MaagalAshalom,4,3,92,2200000
28/03/2017,3,2017,Rambam,YohananHaSandlar,4,3,82,1500000
28/03/2017,3,2017,Rambam,MosheMizrahi,4,5,94,1500000
28/03/2017,3,2017,Rambam,Eisenband,3,1,70,1340000
28/03/2017,3,2017,NeotAshalim,HaTizmoret,3,1,73,1840000
29/03/2017,3,2017,Rambam,HaKovesh,3.5,1,76,1315000
29/03/2017,3,2017,Rambam,Abarbanel,4,7,93,1720000
29/03/2017,3,2017,NeotShikma,BenSaruq,5,3,108,2350000
29/03/2017,3,2017,Rambam,HaMeyasedim,3,1,72,1250000
30/03/2017,3,2017,NeotAshalim,HaTizmoret,4,4,89,1980000
31/03/2017,3,2017,Rambam,Margolin,3,3,60,1300000
02/04/2017,4,2017,NeotAshalim,HaOrgan,4,3,98,1800000
02/04/2017,4,2017,Rambam,MosheMizrahi,4,1,94,1520000
03/04/2017,4,2017,Rambam,YohananHaSandlar,4,2,84,1390000
03/04/2017,4,2017,Rambam,Margolin,3.5,3,86,1295000
03/04/2017,4,2017,NeotAshalim,HaMapuhit,4,2,104,1950000
03/04/2017,4,2017,PrasNovel,MaagalAshalom,4,10,94,2300000
04/04/2017,4,2017,NeotShikma,HaRashba,4,6,106,2250000
04/04/2017,4,2017,Rambam,HaGaonMiVilna,2,1,50,1219000
05/04/2017,4,2017,Rambam,HaAhimSuleiman,4,7,93,1900000
05/04/2017,4,2017,Rambam,MosheMizrahi,4,3,94,1600000
06/04/2017,4,2017,Rambam,Weizbard,4,4,79,1315000
06/04/2017,4,2017,Rambam,HaHafetsHaim,3,4,73,1240000
06/04/2017,4,2017,Rambam,HaRavUziel,4,1,81,1540000
06/04/2017,4,2017,Rambam,Tarmav,3,5,75,1426000
06/04/2017,4,2017,NeotAshalim,HaGitit,5,7,106,2621000
09/04/2017,4,2017,NeotShikma,HaRavGoren,5,6,121,2350000
09/04/2017,4,2017,NeotShikma,HaRashba,4,8,100,2120000
09/04/2017,4,2017,Rambam,ShlomoEliraz,4,15,110,1940000
09/04/2017,4,2017,Rambam,HaRavSibahi,3,2,65,1250000
19/04/2017,4,2017,Rambam,Brandeis,4,2,104,1645000
20/04/2017,4,2017,NeotAshalim,HeHalil,3,1,68,1519000
23/04/2017,4,2017,Rambam,ShlomoEliraz,4,9,100,1949057
24/04/2017,4,2017,Rambam,Givati,4,5,90,1495000
24/04/2017,4,2017,Rambam,KidushHaShem,4,4,103,1820000
25/04/2017,4,2017,NeotShikma,HaRavGoren,4,3,92,2050000
27/04/2017,4,2017,Rambam,ShlomoMolcho,4,3,87,1610000
28/04/2017,4,2017,Rambam,Vigodski,3,1,68,1168000
30/04/2017,4,2017,Rambam,BeitYosef,3,1,62,1050000
30/04/2017,4,2017,Rambam,TsadiGimelBanot,4,6,90,1525000
30/04/2017,4,2017,Rambam,KidushHaShem,4,3,80,1425000
01/05/2017,5,2017,Rambam,YehudaLeib,4,3,91,1480000
03/05/2017,5,2017,NeotAshalim,HaPsanter,3,3,64,1650000
04/05/2017,5,2017,NeotShikma,Alkabets,5,7,120,2400000
04/05/2017,5,2017,Rambam,Nehama,5,4,123,2339000
08/05/2017,5,2017,Rambam,TsadiGimelBanot,3,4,65,1150000
08/05/2017,5,2017,Rambam,HaHafetsHaim,2,1,58,1054000
08/05/2017,5,2017,Rambam,YehudaHalevi,3,4,48,1145000
08/05/2017,5,2017,NeotShikma,HaShiraHaIvrit,2,8,51,1420000
11/05/2017,5,2017,NeotAshalim,HaOrgan,4,4,96,1990000
11/05/2017,5,2017,Rambam,Rashi,4,1,87,1510000
11/05/2017,5,2017,NeotAshalim,HaMapuhit,3,4,69,1666000
14/05/2017,5,2017,Rambam,HazonIsh,3.5,1,67,1485000
15/05/2017,5,2017,Rambam,HaGdudHaivri,4,1,78,1349000
17/05/2017,5,2017,NeotShikma,Alkabets,3,4,65,1620000
17/05/2017,5,2017,Rambam,ItamarBenAvi,3.5,2,69,1420000
19/05/2017,5,2017,Rambam,YohananHaSandlar,3,4,73,1263000
19/05/2017,5,2017,Rambam,Nehama,4,3,80,1925000
21/05/2017,5,2017,Rambam,Eisenband,4,3,106,1638000
21/05/2017,5,2017,Rambam,HaGdudHaivri,3.5,2,66,1300000
21/05/2017,5,2017,Rambam,Ahiezer,3,4,61,1160000
24/05/2017,5,2017,Rambam,Margolin,4,4,91,1535000
25/05/2017,5,2017,Rambam,ShlomoEliraz,4,20,115,1800000
25/05/2017,5,2017,NeotAshalim,HaGitit,4,2,92,1950000
28/05/2017,5,2017,Rambam,DavidHaReuveni,4,4,92,1550000
28/05/2017,5,2017,NeotAshalim,HaGitit,3,6,67,1720000
28/05/2017,5,2017,NeotShikma,Kapah,3,1,65,1630000
29/05/2017,5,2017,Rambam,YohananHaSandlar,4,8,96,1740000
29/05/2017,5,2017,NeotShikma,HaRashba,4,5,82,1840000
29/05/2017,5,2017,NeotShikma,HaRavGoren,4,3,96,2140000
29/05/2017,5,2017,NeotShikma,MoreshetIsrael,3,3,65,1660000
30/05/2017,5,2017,Rambam,Balfour,3.5,4,93,1260000
30/05/2017,5,2017,Rambam,Abarbanel,3,3,79,1430000
01/06/2017,6,2017,Rambam,Abarbanel,4,5,105,1560000
01/06/2017,6,2017,NeotShikma,Rival,4,6,95,1935000
04/06/2017,6,2017,NeotShikma,Kalischer,5,3,112,2500000
05/06/2017,6,2017,Rambam,Brandeis,3,1,53,1030000
06/06/2017,6,2017,Rambam,HaGdudHaivri,3,2,63,1300000
07/06/2017,6,2017,Rambam,DavidAlroi,3,4,49,970000
07/06/2017,6,2017,Rambam,DavidAlroi,2,4,36,1050000
11/06/2017,6,2017,Rambam,HaRavBruk,2,1,42,1060000
12/06/2017,6,2017,Rambam,Brandeis,3,3,53,986000
13/06/2017,6,2017,Rambam,HazonIsh,2,1,54,915000
13/06/2017,6,2017,NeotAshalim,HaUgav,4,3,100,1900000
13/06/2017,6,2017,Rambam,HaGdudHaivri,3,2,64,1207000
14/06/2017,6,2017,Rambam,Margolin,3,3,67,1100000
16/06/2017,6,2017,PrasNovel,MaagalAshalom,3,1,76,1750000
18/06/2017,6,2017,NeotShikma,BenSaruq,3,2,66,1700000
19/06/2017,6,2017,NeotShikma,Alkabets,5,9,110,2400000
19/06/2017,6,2017,Rambam,Nordau,3,1,54,1270000
20/06/2017,6,2017,Rambam,YehudaHalevi,4,1,69,1375000
21/06/2017,6,2017,Rambam,YehudaLeib,3,1,53,800000
21/06/2017,6,2017,Rambam,ShlomoEliraz,4,12,109,1924057
21/06/2017,6,2017,Rambam,Nehama,4,2,91,1868000
22/06/2017,6,2017,Rambam,YehudaLeib,4,3,86,1475000
22/06/2017,6,2017,NeotAshalim,HaMapuhit,3,5,69,1710000
23/06/2017,6,2017,NeotShikma,IbnGabirol,5,3,136,3230000
25/06/2017,6,2017,Rambam,BenZeev,3,2,59,992000
25/06/2017,6,2017,Rambam,YehudaHalevi,4,4,82,1420000
25/06/2017,6,2017,NeotShikma,MoreshetIsrael,3,2,65,1450000
25/06/2017,6,2017,Rambam,Nehama,5,1,123,2156000
26/06/2017,6,2017,Rambam,Dror,3.5,3,109,1490000
26/06/2017,6,2017,PrasNovel,MaagalAshalom,4,10,95,2400000
26/06/2017,6,2017,NeotAshalim,HaTizmoret,4,3,96,2090000
26/06/2017,6,2017,Rambam,YehudaHalevi,3.5,1,68,1385000
27/06/2017,6,2017,Rambam,ShlomoEliraz,4,17,109,1939057
28/06/2017,6,2017,Rambam,Dror,4,7,86,1660000
29/06/2017,6,2017,NeotShikma,AlHarizi,3,3,73,1860000
30/06/2017,6,2017,NeotShikma,Alkabets,5,4,120,2200000
02/07/2017,7,2017,Rambam,Weizbard,3,4,62,1145000
02/07/2017,7,2017,Rambam,Vitkin,4,2,88,1610000
02/07/2017,7,2017,Rambam,HaAhimSuleiman,3,2,69,1650000
02/07/2017,7,2017,Rambam,Yehuda,3.5,1,62,1360000
04/07/2017,7,2017,NeotAshalim,HaKlarnit,5,2,113,2145000
05/07/2017,7,2017,Rambam,YehudaHalevi,3.5,5,73,1300000
05/07/2017,7,2017,Rambam,Weizbard,2,2,55,1200000
06/07/2017,7,2017,NeotShikma,Alkabets,3,7,65,1660000
06/07/2017,7,2017,Rambam,Mohilever,1.5,1,37,800000
06/07/2017,7,2017,Rambam,HaGdudHaivri,3,1,72,1370000
06/07/2017,7,2017,Rambam,EinHaKore,2,1,51,1050000
09/07/2017,7,2017,Rambam,Abarbanel,4,5,116,1500000
09/07/2017,7,2017,PrasNovel,MaagalAshalom,3,4,76,1825000
10/07/2017,7,2017,NeotShikma,Alterman,3,1,65,1650000
10/07/2017,7,2017,Rambam,Vitkin,2.5,3,52,1195000
12/07/2017,7,2017,NeotShikma,Alkabets,3,3,66,1630000
12/07/2017,7,2017,Rambam,StephenWise,3,1,67,1350000
13/07/2017,7,2017,PrasNovel,MaagalAshalom,4,12,97,2400000
14/07/2017,7,2017,Rambam,AhadHaAm,3,1,66,1100000
16/07/2017,7,2017,Rambam,Rashi,5,1,117,1810000
16/07/2017,7,2017,PrasNovel,MaagalAshalom,4,12,94,2437000
17/07/2017,7,2017,Rambam,YohananHaSandlar,3.5,3,73,1340000
17/07/2017,7,2017,NeotShikma,HaRashba,3,6,65,1650000
17/07/2017,7,2017,Rambam,ShlomoEliraz,4,17,110,1950000
18/07/2017,7,2017,Rambam,ItamarBenAvi,4,3,69,1290000
18/07/2017,7,2017,Rambam,Abarbanel,4,1,108,1616000
19/07/2017,7,2017,Rambam,Abarbanel,5,4,123,1850000
20/07/2017,7,2017,Rambam,TsadiGimelBanot,3.5,6,88,1500000
20/07/2017,7,2017,PrasNovel,MaagalAshalom,4,10,97,2350000
20/07/2017,7,2017,Rambam,Rambam,3,7,81,1690000
24/07/2017,7,2017,Rambam,Rothschild,3.5,3,76,1625000
30/07/2017,7,2017,Rambam,Ahiezer,3,4,84,1240000
30/07/2017,7,2017,Rambam,ShlomoEliraz,4,22,109,2000000
31/07/2017,7,2017,Rambam,TsadiGimelBanot,3,1,75,1400000
03/08/2017,8,2017,Rambam,ShlomoEliraz,5,7,183,2260000
06/08/2017,8,2017,Rambam,HaRavSibahi,4,1,81,1420000
06/08/2017,8,2017,Rambam,ShlomoEliraz,5,6,139,2287000
07/08/2017,8,2017,NeotShikma,MoreshetIsrael,3,1,65,1530000
09/08/2017,8,2017,NeotShikma,HaRavUnterman,3,2,67,1650000
09/08/2017,8,2017,Rambam,DavidHaReuveni,4,2,107,1725000
10/08/2017,8,2017,NeotShikma,Alkabets,5,2,110,2150000
10/08/2017,8,2017,Rambam,HaAhimSuleiman,4,2,94,1815000
13/08/2017,8,2017,Rambam,BenZeev,3,6,56,1430000
13/08/2017,8,2017,Rambam,Dror,3,1,67,1520000
14/08/2017,8,2017,Rambam,Margolin,3,6,65,1350000
